"","cd_mun","year","mun","Area.colhida.sum","Quantidade.produzida.sum","Rendimento.medio.da.producao.sum","Valor.da.producao.sum","abbrv_s","cod_stt","BIOME","exporter","fc_m","total_land._.trase.mean","total_prod._.trase.mean","app_deficit_t","lr_deficit","lr_deficit_1","total_area","relative_deficit","relative_deficit_1","p_expo","freq_expo"
"1",2604700,2015,"Correntes (PE)",15,8,533,24,"PE",26,"Atlantic-Forest","non-exporter",0.0593383123846764,0,0,465.744251839,74.8349741333,540.9366,11009.467582474,0.0491013050288509,0.0914377415890249,0,"non-exporter"
"2",2604700,2016,"Correntes (PE)",0,0,0,0,"PE",26,"Atlantic-Forest","non-exporter",0.0614784371942645,0,0,465.744251839,74.8349741333,540.9366,11009.467582474,0.0491013050288509,0.0914377415890249,0,"non-exporter"
"3",2604700,2017,"Correntes (PE)",15,8,533,47,"PE",26,"Atlantic-Forest","non-exporter",0.0611993469034189,0,0,465.744251839,74.8349741333,540.9366,11009.467582474,0.0491013050288509,0.0914377415890249,0,"non-exporter"
"4",2615102,2015,"Terezinha (PE)",5,3,600,8,"PE",26,"Atlantic-Forest","non-exporter",0.0819628560628981,0,0,160.904430471437,114.58882781682,102.1094,5565.20777116702,0.0495027804200895,0.0472603793579989,0,"non-exporter"
"5",2615102,2016,"Terezinha (PE)",0,0,0,0,"PE",26,"Atlantic-Forest","non-exporter",0.098458427082613,0,0,160.904430471437,114.58882781682,102.1094,5565.20777116702,0.0495027804200895,0.0472603793579989,0,"non-exporter"
"6",2615102,2017,"Terezinha (PE)",3,3,1000,11,"PE",26,"Atlantic-Forest","non-exporter",0.102105931452567,0,0,160.904430471437,114.58882781682,102.1094,5565.20777116702,0.0495027804200895,0.0472603793579989,0,"non-exporter"
"7",2900603,2015,"Aiquara (BA)",10,3,300,16,"BA",29,"Atlantic-Forest","exporter",0.413893857501951,10,3,123.585014791812,67.7502005688,590.1779,4303.99333139079,0.0444552769088013,0.165837365403437,100,"ocasional"
"8",2900603,2016,"Aiquara (BA)",5,1,200,8,"BA",29,"Atlantic-Forest","exporter",0.411576654512739,10,1,123.585014791812,67.7502005688,590.1779,4303.99333139079,0.0444552769088013,0.165837365403437,100,"ocasional"
"9",2900603,2017,"Aiquara (BA)",5,4,800,28,"BA",29,"Atlantic-Forest","non-exporter",0.405088372830308,0,0,123.585014791812,67.7502005688,590.1779,4303.99333139079,0.0444552769088013,0.165837365403437,0,"ocasional"
"10",2900801,2015,"Alcobaça (BA)",221,530,2398,2518,"BA",29,"Atlantic-Forest","non-exporter",0.198730852291137,0,0,1475.8468898557,2050.30360150767,7928.6128,76714.9926746953,0.0459642941806144,0.122589592489889,0,"non-exporter"
"11",2900801,2016,"Alcobaça (BA)",515,964,1872,6427,"BA",29,"Atlantic-Forest","non-exporter",0.200325885536413,0,0,1475.8468898557,2050.30360150767,7928.6128,76714.9926746953,0.0459642941806144,0.122589592489889,0,"non-exporter"
"12",2900801,2017,"Alcobaça (BA)",800,2275,2844,10995,"BA",29,"Atlantic-Forest","non-exporter",0.203145700312299,0,0,1475.8468898557,2050.30360150767,7928.6128,76714.9926746953,0.0459642941806144,0.122589592489889,0,"non-exporter"
"13",2900900,2015,"Almadina (BA)",550,1200,2182,4680,"BA",29,"Atlantic-Forest","exporter",0.531753949319372,3763,1200,214.027591204985,226.33742783752,1084.4405,7513.21078626303,0.0586120942923174,0.172824658876744,100,"constant"
"14",2900900,2016,"Almadina (BA)",120,98,817,660,"BA",29,"Atlantic-Forest","exporter",0.535103995167882,120,98,214.027591204985,226.33742783752,1084.4405,7513.21078626303,0.0586120942923174,0.172824658876744,100,"constant"
"15",2900900,2017,"Almadina (BA)",120,150,1250,885,"BA",29,"Atlantic-Forest","exporter",0.535207571771828,120.000035415871,150.000044269839,214.027591204985,226.33742783752,1084.4405,7513.21078626303,0.0586120942923174,0.172824658876744,100,"constant"
"16",2902252,2015,"Arataca (BA)",1400,2800,2000,13048,"BA",29,"Atlantic-Forest","exporter",0.909458645887539,1400,2800,57.9415424433826,0,1525.7311,8820.28269404234,0.00656912532775386,0.179548966555582,100,"constant"
"17",2902252,2016,"Arataca (BA)",1268,1771,1397,11804,"BA",29,"Atlantic-Forest","exporter",0.909527695909447,1268,1771,57.9415424433826,0,1525.7311,8820.28269404234,0.00656912532775386,0.179548966555582,100,"constant"
"18",2902252,2017,"Arataca (BA)",480,623,1298,3564,"BA",29,"Atlantic-Forest","exporter",0.910457235737822,480.000095057172,623.000123376287,57.9415424433826,0,1525.7311,8820.28269404234,0.00656912532775386,0.179548966555582,100,"constant"
"19",2902906,2015,"Barra do Choça (BA)",19000,22800,1200,155605,"BA",29,"Atlantic-Forest","non-exporter",0.357479673073047,0,0,362.294135346929,305.29448614594,2619.258,23522.0578493753,0.0283813867718466,0.126755582119535,0,"non-exporter"
"20",2902906,2016,"Barra do Choça (BA)",19000,19000,1000,142922,"BA",29,"Atlantic-Forest","non-exporter",0.359205090987516,0,0,362.294135346929,305.29448614594,2619.258,23522.0578493753,0.0283813867718466,0.126755582119535,0,"non-exporter"
"21",2902906,2017,"Barra do Choça (BA)",12000,9048,754,58269,"BA",29,"Atlantic-Forest","non-exporter",0.369158280113012,0,0,362.294135346929,305.29448614594,2619.258,23522.0578493753,0.0283813867718466,0.126755582119535,0,"non-exporter"
"22",2903300,2015,"Barro Preto (BA)",22,34,1545,133,"BA",29,"Atlantic-Forest","exporter",0.792220542023919,22,34,42.0067301142111,1.86169430512,749.4752,3951.40125624691,0.0111019918187195,0.200304114613248,100,"constant"
"23",2903300,2016,"Barro Preto (BA)",22,22,1000,148,"BA",29,"Atlantic-Forest","exporter",0.791505013074564,22,22,42.0067301142111,1.86169430512,749.4752,3951.40125624691,0.0111019918187195,0.200304114613248,100,"constant"
"24",2903300,2017,"Barro Preto (BA)",22,34,1545,202,"BA",29,"Atlantic-Forest","exporter",0.793327639898916,22,34,42.0067301142111,1.86169430512,749.4752,3951.40125624691,0.0111019918187195,0.200304114613248,100,"constant"
"25",2903409,2015,"Belmonte (BA)",98,178,1816,801,"BA",29,"Atlantic-Forest","non-exporter",0.457821696232977,0,0,1799.3517209743,201.31626014528,9550.9637,58050.4484622694,0.0344642984527491,0.1955250255879,0,"non-exporter"
"26",2903409,2016,"Belmonte (BA)",107,22,206,148,"BA",29,"Atlantic-Forest","non-exporter",0.440269474334914,0,0,1799.3517209743,201.31626014528,9550.9637,58050.4484622694,0.0344642984527491,0.1955250255879,0,"non-exporter"
"27",2903409,2017,"Belmonte (BA)",165,300,1818,1683,"BA",29,"Atlantic-Forest","non-exporter",0.434005698439772,0,0,1799.3517209743,201.31626014528,9550.9637,58050.4484622694,0.0344642984527491,0.1955250255879,0,"non-exporter"
"28",2904803,2015,"Caatiba (BA)",130,78,600,527,"BA",29,"Atlantic-Forest","non-exporter",0.46176234332895,0,0,638.292737156061,280.00838664037,3582.2538,22459.210602169,0.0408875066921428,0.187920520089359,0,"non-exporter"
"29",2904803,2016,"Caatiba (BA)",130,62,477,470,"BA",29,"Atlantic-Forest","non-exporter",0.472165025056616,0,0,638.292737156061,280.00838664037,3582.2538,22459.210602169,0.0408875066921428,0.187920520089359,0,"non-exporter"
"30",2904803,2017,"Caatiba (BA)",3,1,333,7,"BA",29,"Atlantic-Forest","non-exporter",0.475591463103093,0,0,638.292737156061,280.00838664037,3582.2538,22459.210602169,0.0408875066921428,0.187920520089359,0,"non-exporter"
"31",2905602,2015,"Camacan (BA)",867,867,1000,4040,"BA",29,"Atlantic-Forest","exporter",0.753817284018655,867,867,90.0364554423414,34.24316382303,1606.5123,10024.9355392653,0.0123970492157878,0.169232884221287,100,"constant"
"32",2905602,2016,"Camacan (BA)",984,676,687,4506,"BA",29,"Atlantic-Forest","exporter",0.74933319223787,983.999999999999,676,90.0364554423414,34.24316382303,1606.5123,10024.9355392653,0.0123970492157878,0.169232884221287,100,"constant"
"33",2905602,2017,"Camacan (BA)",1030,1100,1068,6215,"BA",29,"Atlantic-Forest","exporter",0.754380193554533,972.479811226028,1038.57067218314,90.0364554423414,34.24316382303,1606.5123,10024.9355392653,0.0123970492157878,0.169232884221287,94.4,"constant"
"34",2905800,2015,"Camamu (BA)",75,85,1133,323,"BA",29,"Atlantic-Forest","exporter",0.663642782108354,75,85,121.909255188481,8.74513400812,1974.2164,14735.2006305543,0.0088668211904547,0.142252942986201,100,"ocasional"
"35",2905800,2016,"Camamu (BA)",79,62,785,417,"BA",29,"Atlantic-Forest","non-exporter",0.663651190775346,0,0,121.909255188481,8.74513400812,1974.2164,14735.2006305543,0.0088668211904547,0.142252942986201,0,"ocasional"
"36",2905800,2017,"Camamu (BA)",72,175,2431,788,"BA",29,"Atlantic-Forest","non-exporter",0.655887626330943,0,0,121.909255188481,8.74513400812,1974.2164,14735.2006305543,0.0088668211904547,0.142252942986201,0,"ocasional"
"37",2906303,2015,"Canavieiras (BA)",60,72,1200,283,"BA",29,"Atlantic-Forest","non-exporter",0.420908574499255,0,0,1033.63340882305,281.81041112027,3533.1006,23274.9697440601,0.0565175308242462,0.196207946091466,0,"non-exporter"
"38",2906303,2016,"Canavieiras (BA)",85,160,1882,1077,"BA",29,"Atlantic-Forest","non-exporter",0.410728311329867,0,0,1033.63340882305,281.81041112027,3533.1006,23274.9697440601,0.0565175308242462,0.196207946091466,0,"non-exporter"
"39",2906303,2017,"Canavieiras (BA)",85,246,2894,1250,"BA",29,"Atlantic-Forest","non-exporter",0.407003493519639,0,0,1033.63340882305,281.81041112027,3533.1006,23274.9697440601,0.0565175308242462,0.196207946091466,0,"non-exporter"
"40",2906907,2015,"Caravelas (BA)",400,500,1250,2375,"BA",29,"Atlantic-Forest","non-exporter",0.189683556016867,0,0,2583.23255827347,4873.80456695687,7098.9095,94649.2786303137,0.0787859900586928,0.102294937672906,0,"non-exporter"
"41",2906907,2016,"Caravelas (BA)",81,55,679,315,"BA",29,"Atlantic-Forest","non-exporter",0.191418153640131,0,0,2583.23255827347,4873.80456695687,7098.9095,94649.2786303137,0.0787859900586928,0.102294937672906,0,"non-exporter"
"42",2906907,2017,"Caravelas (BA)",540,1000,1852,5370,"BA",29,"Atlantic-Forest","non-exporter",0.193044203417055,0,0,2583.23255827347,4873.80456695687,7098.9095,94649.2786303137,0.0787859900586928,0.102294937672906,0,"non-exporter"
"43",2908002,2015,"Coaraci (BA)",90,117,1300,456,"BA",29,"Atlantic-Forest","exporter",0.558529483673688,90,117,40.3791014661262,13.9715438328,775.5355,4510.87019511197,0.012048816070527,0.180877428561403,100,"constant"
"44",2908002,2016,"Coaraci (BA)",90,76,844,512,"BA",29,"Atlantic-Forest","exporter",0.561488851571369,90,76,40.3791014661262,13.9715438328,775.5355,4510.87019511197,0.012048816070527,0.180877428561403,100,"constant"
"45",2908002,2017,"Coaraci (BA)",90,117,1300,696,"BA",29,"Atlantic-Forest","exporter",0.564908813683062,90,117,40.3791014661262,13.9715438328,775.5355,4510.87019511197,0.012048816070527,0.180877428561403,100,"constant"
"46",2909505,2015,"Cravolândia (BA)",160,110,688,743,"BA",29,"Atlantic-Forest","non-exporter",0.468586258747379,0,0,73.7803136638371,13.1147964299,413.449,2575.91289829512,0.0337337144246023,0.189148209936102,0,"non-exporter"
"47",2909505,2016,"Cravolândia (BA)",134,90,672,606,"BA",29,"Atlantic-Forest","non-exporter",0.472870175204415,0,0,73.7803136638371,13.1147964299,413.449,2575.91289829512,0.0337337144246023,0.189148209936102,0,"non-exporter"
"48",2909505,2017,"Cravolândia (BA)",4,4,1000,28,"BA",29,"Atlantic-Forest","non-exporter",0.469637162001167,0,0,73.7803136638371,13.1147964299,413.449,2575.91289829512,0.0337337144246023,0.189148209936102,0,"non-exporter"
"49",2910008,2015,"Dário Meira (BA)",35,24,686,96,"BA",29,"Atlantic-Forest","exporter",0.531595240106791,35.0000000000001,24,198.599700769549,37.5679954051,1661.4597,9424.94931111767,0.025057715259653,0.197354843975174,100,"constant"
"50",2910008,2016,"Dário Meira (BA)",35,16,457,108,"BA",29,"Atlantic-Forest","exporter",0.532275509359593,35,16,198.599700769549,37.5679954051,1661.4597,9424.94931111767,0.025057715259653,0.197354843975174,100,"constant"
"51",2910008,2017,"Dário Meira (BA)",2,1,500,7,"BA",29,"Atlantic-Forest","exporter",0.533960243430866,2,1,198.599700769549,37.5679954051,1661.4597,9424.94931111767,0.025057715259653,0.197354843975174,100,"constant"
"52",2910305,2015,"Elísio Medrado (BA)",15,11,733,46,"BA",29,"Atlantic-Forest","non-exporter",0.179364998361033,0,0,88.8872594260465,0,655.8267,5064.36624762793,0.0175515069566068,0.147049783331697,0,"non-exporter"
"53",2910305,2016,"Elísio Medrado (BA)",15,11,733,83,"BA",29,"Atlantic-Forest","non-exporter",0.198324565100426,0,0,88.8872594260465,0,655.8267,5064.36624762793,0.0175515069566068,0.147049783331697,0,"non-exporter"
"54",2910305,2017,"Elísio Medrado (BA)",0,0,0,0,"BA",29,"Atlantic-Forest","non-exporter",0.206343364956312,0,0,88.8872594260465,0,655.8267,5064.36624762793,0.0175515069566068,0.147049783331697,0,"non-exporter"
"55",2910404,2015,"Encruzilhada (BA)",5000,3500,700,22554,"BA",29,"Atlantic-Forest","non-exporter",0.653043482043044,0,0,937.775340964592,531.53743616487,10372.9103,63467.4458182302,0.0231506524043452,0.178212396846065,0,"non-exporter"
"56",2910404,2016,"Encruzilhada (BA)",5000,2450,490,18556,"BA",29,"Atlantic-Forest","non-exporter",0.656330168833007,0,0,937.775340964592,531.53743616487,10372.9103,63467.4458182302,0.0231506524043452,0.178212396846065,0,"non-exporter"
"57",2910404,2017,"Encruzilhada (BA)",6000,3907,651,26997,"BA",29,"Atlantic-Forest","non-exporter",0.65989871863445,0,0,937.775340964592,531.53743616487,10372.9103,63467.4458182302,0.0231506524043452,0.178212396846065,0,"non-exporter"
"58",2910727,2015,"Eunápolis (BA)",2288,1713,749,3426,"BA",29,"Atlantic-Forest","non-exporter",0.223721540531858,0,0,3464.43367364907,779.693696375132,7115.16,60403.1146389905,0.0702633861745366,0.175149803729159,0,"non-exporter"
"59",2910727,2016,"Eunápolis (BA)",1236,2200,1780,14668,"BA",29,"Atlantic-Forest","non-exporter",0.221769065721095,0,0,3464.43367364907,779.693696375132,7115.16,60403.1146389905,0.0702633861745366,0.175149803729159,0,"non-exporter"
"60",2910727,2017,"Eunápolis (BA)",3668,7850,2140,51967,"BA",29,"Atlantic-Forest","non-exporter",0.224646335733237,0,0,3464.43367364907,779.693696375132,7115.16,60403.1146389905,0.0702633861745366,0.175149803729159,0,"non-exporter"
"61",2911006,2015,"Floresta Azul (BA)",30,54,1800,252,"BA",29,"Atlantic-Forest","exporter",0.304853774579034,30,54,248.491141218318,587.63803365452,741.7422,9017.87192563712,0.0927191228449128,0.109807873673961,100,"constant"
"62",2911006,2016,"Floresta Azul (BA)",40,21,525,126,"BA",29,"Atlantic-Forest","exporter",0.309218362463844,40,21,248.491141218318,587.63803365452,741.7422,9017.87192563712,0.0927191228449128,0.109807873673961,100,"constant"
"63",2911006,2017,"Floresta Azul (BA)",30,29,967,184,"BA",29,"Atlantic-Forest","exporter",0.310900599014038,30,29,248.491141218318,587.63803365452,741.7422,9017.87192563712,0.0927191228449128,0.109807873673961,100,"constant"
"64",2911204,2015,"Gandu (BA)",68,46,676,184,"BA",29,"Atlantic-Forest","exporter",0.591794668717068,68,46,106.296564874294,3.63934672819,752.3265,4693.68448499944,0.0234220923783497,0.182931568497706,100,"ocasional"
"65",2911204,2016,"Gandu (BA)",68,59,868,397,"BA",29,"Atlantic-Forest","non-exporter",0.586560421637369,0,0,106.296564874294,3.63934672819,752.3265,4693.68448499944,0.0234220923783497,0.182931568497706,0,"ocasional"
"66",2911204,2017,"Gandu (BA)",68,46,676,253,"BA",29,"Atlantic-Forest","non-exporter",0.587369414805523,0,0,106.296564874294,3.63934672819,752.3265,4693.68448499944,0.0234220923783497,0.182931568497706,0,"ocasional"
"67",2911808,2015,"Guaratinga (BA)",970,1434,1478,2868,"BA",29,"Atlantic-Forest","non-exporter",0.263819313442094,0,0,4230.42091121756,797.627708495767,8392.292,68066.2955980147,0.0738698731220504,0.185447331903659,0,"non-exporter"
"68",2911808,2016,"Guaratinga (BA)",970,1059,1092,7131,"BA",29,"Atlantic-Forest","non-exporter",0.261864210167214,0,0,4230.42091121756,797.627708495767,8392.292,68066.2955980147,0.0738698731220504,0.185447331903659,0,"non-exporter"
"69",2911808,2017,"Guaratinga (BA)",1320,2000,1515,12400,"BA",29,"Atlantic-Forest","non-exporter",0.264574631039592,0,0,4230.42091121756,797.627708495767,8392.292,68066.2955980147,0.0738698731220504,0.185447331903659,0,"non-exporter"
"70",2912103,2015,"Ibicaraí (BA)",20,34,1700,158,"BA",29,"Atlantic-Forest","exporter",0.497995921670123,20,34,84.3589076859087,150.7149030416,838.3707,6808.72129839165,0.0345253977105859,0.135521717991875,100,"constant"
"71",2912103,2016,"Ibicaraí (BA)",20,13,650,88,"BA",29,"Atlantic-Forest","exporter",0.494981440080121,19.999999,13,84.3589076859087,150.7149030416,838.3707,6808.72129839165,0.0345253977105859,0.135521717991875,100,"constant"
"72",2912103,2017,"Ibicaraí (BA)",20,34,1700,215,"BA",29,"Atlantic-Forest","exporter",0.496158552461367,20,34,84.3589076859087,150.7149030416,838.3707,6808.72129839165,0.0345253977105859,0.135521717991875,100,"constant"
"73",2912301,2015,"Ibicuí (BA)",30,36,1200,216,"BA",29,"Atlantic-Forest","exporter",0.17507932076906,30,36,1413.6154389602,1877.37940477492,3122.3124,34963.9723209281,0.0941253131517112,0.129731478944261,100,"constant"
"74",2912301,2016,"Ibicuí (BA)",30,27,900,176,"BA",29,"Atlantic-Forest","exporter",0.182901432746776,30,27,1413.6154389602,1877.37940477492,3122.3124,34963.9723209281,0.0941253131517112,0.129731478944261,100,"constant"
"75",2912301,2017,"Ibicuí (BA)",20,7,350,44,"BA",29,"Atlantic-Forest","exporter",0.185447261162336,20,7,1413.6154389602,1877.37940477492,3122.3124,34963.9723209281,0.0941253131517112,0.129731478944261,100,"constant"
"76",2912707,2015,"Ibirapitanga (BA)",100,70,700,280,"BA",29,"Atlantic-Forest","exporter",0.725840116688866,100,70,158.831390055725,0,1591.6456,8807.73596207135,0.0180331688801411,0.198743127359151,100,"ocasional"
"77",2912707,2016,"Ibirapitanga (BA)",100,46,460,310,"BA",29,"Atlantic-Forest","exporter",0.721169817553711,100,46,158.831390055725,0,1591.6456,8807.73596207135,0.0180331688801411,0.198743127359151,100,"ocasional"
"78",2912707,2017,"Ibirapitanga (BA)",100,70,700,385,"BA",29,"Atlantic-Forest","non-exporter",0.719692845329842,0,0,158.831390055725,0,1591.6456,8807.73596207135,0.0180331688801411,0.198743127359151,0,"ocasional"
"79",2912806,2015,"Ibirapuã (BA)",70,56,800,224,"BA",29,"Atlantic-Forest","non-exporter",0.0892347909079928,0,0,695.469475497329,947.358864574353,2020.0592,30589.2883661006,0.0537060006238094,0.0887738427581961,0,"non-exporter"
"80",2912806,2016,"Ibirapuã (BA)",70,56,800,377,"BA",29,"Atlantic-Forest","non-exporter",0.0905366879921393,0,0,695.469475497329,947.358864574353,2020.0592,30589.2883661006,0.0537060006238094,0.0887738427581961,0,"non-exporter"
"81",2912806,2017,"Ibirapuã (BA)",240,365,1521,2150,"BA",29,"Atlantic-Forest","non-exporter",0.0926483442019036,0,0,695.469475497329,947.358864574353,2020.0592,30589.2883661006,0.0537060006238094,0.0887738427581961,0,"non-exporter"
"82",2912905,2015,"Ibirataia (BA)",40,27,675,108,"BA",29,"Atlantic-Forest","exporter",0.642281196923289,40,27,111.989169699171,0,887.2852,4725.72966853801,0.0236977519989663,0.211453984842157,100,"ocasional"
"83",2912905,2016,"Ibirataia (BA)",40,16,400,108,"BA",29,"Atlantic-Forest","non-exporter",0.641939105212642,0,0,111.989169699171,0,887.2852,4725.72966853801,0.0236977519989663,0.211453984842157,0,"ocasional"
"84",2912905,2017,"Ibirataia (BA)",40,27,675,149,"BA",29,"Atlantic-Forest","non-exporter",0.641554020475475,0,0,111.989169699171,0,887.2852,4725.72966853801,0.0236977519989663,0.211453984842157,0,"ocasional"
"85",2913457,2015,"Igrapiúna (BA)",35,28,800,90,"BA",29,"Atlantic-Forest","exporter",0.662410372426845,35,28,160.935028278361,7.583054886413,1197.9411,7780.34771985372,0.0216594539514928,0.17465493538429,100,"ocasional"
"86",2913457,2016,"Igrapiúna (BA)",35,21,600,141,"BA",29,"Atlantic-Forest","non-exporter",0.663909154035121,0,0,160.935028278361,7.583054886413,1197.9411,7780.34771985372,0.0216594539514928,0.17465493538429,0,"ocasional"
"87",2913457,2017,"Igrapiúna (BA)",0,0,0,0,"BA",29,"Atlantic-Forest","non-exporter",0.65759903111425,0,0,160.935028278361,7.583054886413,1197.9411,7780.34771985372,0.0216594539514928,0.17465493538429,0,"ocasional"
"88",2913507,2015,"Iguaí (BA)",300,360,1200,2160,"BA",29,"Atlantic-Forest","exporter",0.367997234469424,300.00004,360,403.443183776135,426.75049899853,2734.3347,22376.6033375778,0.037100969716011,0.140225834834671,100,"constant"
"89",2913507,2016,"Iguaí (BA)",300,180,600,1170,"BA",29,"Atlantic-Forest","exporter",0.366680166156888,299.99997,180,403.443183776135,426.75049899853,2734.3347,22376.6033375778,0.037100969716011,0.140225834834671,100,"constant"
"90",2913507,2017,"Iguaí (BA)",100,25,250,153,"BA",29,"Atlantic-Forest","exporter",0.368462960569197,100,25,403.443183776135,426.75049899853,2734.3347,22376.6033375778,0.037100969716011,0.140225834834671,100,"constant"
"91",2913606,2015,"Ilhéus (BA)",320,320,1000,1248,"BA",29,"Atlantic-Forest","exporter",0.734293936891956,320,320,162.444801035014,34.48754522918,3110.1353,17976.5406463578,0.0109549634792551,0.18204726734774,100,"constant"
"92",2913606,2016,"Ilhéus (BA)",320,290,906,1953,"BA",29,"Atlantic-Forest","exporter",0.725189115865114,320.00002,290.00001,162.444801035014,34.48754522918,3110.1353,17976.5406463578,0.0109549634792551,0.18204726734774,100,"constant"
"93",2913606,2017,"Ilhéus (BA)",320,320,1000,1878,"BA",29,"Atlantic-Forest","exporter",0.722623040230145,320.00012,320.00012,162.444801035014,34.48754522918,3110.1353,17976.5406463578,0.0109549634792551,0.18204726734774,100,"constant"
"94",2914653,2015,"Itabela (BA)",3310,5296,1600,22773,"BA",29,"Atlantic-Forest","exporter",0.288291015445198,12,19.2,1334.11281308759,307.48255276497,3995.6706,31067.5628159722,0.0528395283394615,0.171554603258016,0.4,"ocasional"
"95",2914653,2016,"Itabela (BA)",3806,3609,948,24301,"BA",29,"Atlantic-Forest","exporter",0.289474031826909,55.68213,52.8,1334.11281308759,307.48255276497,3995.6706,31067.5628159722,0.0528395283394615,0.171554603258016,1.5,"ocasional"
"96",2914653,2017,"Itabela (BA)",3513,8400,2391,49980,"BA",29,"Atlantic-Forest","non-exporter",0.299141535600862,0,0,1334.11281308759,307.48255276497,3995.6706,31067.5628159722,0.0528395283394615,0.171554603258016,0,"ocasional"
"97",2914901,2015,"Itacaré (BA)",70,60,857,234,"BA",29,"Atlantic-Forest","exporter",0.801100974729931,70,60,86.564732093814,0,2299.14,13740.3576036981,0.00630003487467574,0.173627557659178,100,"ocasional"
"98",2914901,2016,"Itacaré (BA)",70,36,514,242,"BA",29,"Atlantic-Forest","exporter",0.798625557160146,70,36,86.564732093814,0,2299.14,13740.3576036981,0.00630003487467574,0.173627557659178,100,"ocasional"
"99",2914901,2017,"Itacaré (BA)",70,60,857,354,"BA",29,"Atlantic-Forest","non-exporter",0.794337077005212,0,0,86.564732093814,0,2299.14,13740.3576036981,0.00630003487467574,0.173627557659178,0,"ocasional"
"100",2915106,2015,"Itagi (BA)",15,9,600,48,"BA",29,"Atlantic-Forest","non-exporter",0.675723397796536,0,0,100.77057178209,0,1120.9538,6314.05518779366,0.0159597229965459,0.19349282441242,0,"non-exporter"
"101",2915106,2016,"Itagi (BA)",8,3,375,23,"BA",29,"Atlantic-Forest","non-exporter",0.677666239330659,0,0,100.77057178209,0,1120.9538,6314.05518779366,0.0159597229965459,0.19349282441242,0,"non-exporter"
"102",2915106,2017,"Itagi (BA)",13,6,462,44,"BA",29,"Atlantic-Forest","non-exporter",0.677846233533366,0,0,100.77057178209,0,1120.9538,6314.05518779366,0.0159597229965459,0.19349282441242,0,"non-exporter"
"103",2915205,2015,"Itagibá (BA)",8,6,750,24,"BA",29,"Atlantic-Forest","exporter",0.306410946434306,8,6,762.751450356511,589.37503926515,4485.5587,29514.8088036034,0.0458117990402357,0.177819554423668,100,"ocasional"
"104",2915205,2016,"Itagibá (BA)",8,6,750,40,"BA",29,"Atlantic-Forest","exporter",0.307823667427876,8,6,762.751450356511,589.37503926515,4485.5587,29514.8088036034,0.0458117990402357,0.177819554423668,100,"ocasional"
"105",2915205,2017,"Itagibá (BA)",0,0,0,0,"BA",29,"Atlantic-Forest","non-exporter",0.307491861804422,0,0,762.751450356511,589.37503926515,4485.5587,29514.8088036034,0.0458117990402357,0.177819554423668,0,"ocasional"
"106",2915304,2015,"Itagimirim (BA)",18,20,1111,90,"BA",29,"Atlantic-Forest","non-exporter",0.18492161231495,0,0,2957.10334664709,1592.40013055641,2626.9812,39125.9710129497,0.11627835321193,0.142720663591938,0,"non-exporter"
"107",2915304,2016,"Itagimirim (BA)",18,12,667,81,"BA",29,"Atlantic-Forest","non-exporter",0.18254467708121,0,0,2957.10334664709,1592.40013055641,2626.9812,39125.9710129497,0.11627835321193,0.142720663591938,0,"non-exporter"
"108",2915304,2017,"Itagimirim (BA)",18,30,1667,179,"BA",29,"Atlantic-Forest","non-exporter",0.183736166910209,0,0,2957.10334664709,1592.40013055641,2626.9812,39125.9710129497,0.11627835321193,0.142720663591938,0,"non-exporter"
"109",2915502,2015,"Itajuípe (BA)",120,132,1100,515,"BA",29,"Atlantic-Forest","exporter",0.815484987069087,120,132,26.8541766441899,0,765.6239,4700.85693320039,0.00571261304604462,0.168581619884497,100,"constant"
"110",2915502,2016,"Itajuípe (BA)",120,79,658,532,"BA",29,"Atlantic-Forest","exporter",0.812665461932235,120,79,26.8541766441899,0,765.6239,4700.85693320039,0.00571261304604462,0.168581619884497,100,"constant"
"111",2915502,2017,"Itajuípe (BA)",120,132,1100,792,"BA",29,"Atlantic-Forest","exporter",0.814195832734363,120,132,26.8541766441899,0,765.6239,4700.85693320039,0.00571261304604462,0.168581619884497,100,"constant"
"112",2915601,2015,"Itamaraju (BA)",8500,26400,3106,125400,"BA",29,"Atlantic-Forest","exporter",0.255890943460588,37.67045,117,2578.64856126291,1682.31192184374,9996.8447,82252.706659706,0.0518032859482059,0.152888503879756,0.4,"ocasional"
"113",2915601,2016,"Itamaraju (BA)",8500,13100,1541,75142,"BA",29,"Atlantic-Forest","non-exporter",0.257173799004815,0,0,2578.64856126291,1682.31192184374,9996.8447,82252.706659706,0.0518032859482059,0.152888503879756,0,"ocasional"
"114",2915601,2017,"Itamaraju (BA)",7500,21000,2800,140700,"BA",29,"Atlantic-Forest","non-exporter",0.260010374038033,0,0,2578.64856126291,1682.31192184374,9996.8447,82252.706659706,0.0518032859482059,0.152888503879756,0,"ocasional"
"115",2915700,2015,"Itamari (BA)",60,44,733,176,"BA",29,"Atlantic-Forest","non-exporter",0.532221160167943,0,0,49.4752656747655,0,467.1103,2552.22195216739,0.0193851736259655,0.202406207358287,0,"non-exporter"
"116",2915700,2016,"Itamari (BA)",130,76,1147,512,"BA",29,"Atlantic-Forest","non-exporter",0.543645862656148,0,0,49.4752656747655,0,467.1103,2552.22195216739,0.0193851736259655,0.202406207358287,0,"non-exporter"
