"","cd_mun","year","mun","Area.colhida.sum","Quantidade.produzida.sum","Rendimento.medio.da.producao.sum","Valor.da.producao.sum","abbrv_s","cod_stt","BIOME","exporter","fc_m","total_land._.trase.mean","total_prod._.trase.mean","app_deficit_t","lr_deficit","lr_deficit_1","total_area","relative_deficit","relative_deficit_1","p_expo","freq_expo"
"389",3111705,2016,"Canaã (MG)",2000,2400,1200,18000,"MG",31,"Atlantic-Forest","non-exporter",0.201123113918599,0,0,203.14308019787,12.2245468839,857.164,6512.44697401875,0.0330701544198323,0.162812393625305,0,"ocasional"
"390",3111705,2017,"Canaã (MG)",2100,3150,1500,21420,"MG",31,"Atlantic-Forest","non-exporter",0.207001872201281,0,0,203.14308019787,12.2245468839,857.164,6512.44697401875,0.0330701544198323,0.162812393625305,0,"ocasional"
"391",3111903,2015,"Cana Verde (MG)",1000,1200,1200,8702,"MG",31,"Atlantic-Forest","exporter",0.109061385491446,999.999229815458,1199.99907577855,168.135175892361,15.22778887678,764.6774,8635.37293502593,0.021233936987875,0.108022268744038,100,"constant"
"392",3111903,2016,"Cana Verde (MG)",700,1092,1560,9116,"MG",31,"Atlantic-Forest","exporter",0.107891591514167,699.999746443864,1091.99960445243,168.135175892361,15.22778887678,764.6774,8635.37293502593,0.021233936987875,0.108022268744038,100,"constant"
"393",3111903,2017,"Cana Verde (MG)",470,630,1340,4775,"MG",31,"Atlantic-Forest","exporter",0.108551153414425,470.000318136859,630.000426438768,168.135175892361,15.22778887678,764.6774,8635.37293502593,0.021233936987875,0.108022268744038,100,"constant"
"394",3112109,2015,"Caparaó (MG)",5500,5610,1020,43758,"MG",31,"Atlantic-Forest","exporter",0.363974189899425,5500.00050117235,5610.00051119579,283.298731100332,2.2391528214,507.8146,5237.81865009564,0.054514656385921,0.151038702167722,100,"constant"
"395",3112109,2016,"Caparaó (MG)",5530,10618,1920,80697,"MG",31,"Atlantic-Forest","exporter",0.361669378293718,5530,10618,283.298731100332,2.2391528214,507.8146,5237.81865009564,0.054514656385921,0.151038702167722,100,"constant"
"396",3112109,2017,"Caparaó (MG)",4600,6680,1452,47094,"MG",31,"Atlantic-Forest","exporter",0.35639958177434,4600,6680,283.298731100332,2.2391528214,507.8146,5237.81865009564,0.054514656385921,0.151038702167722,100,"constant"
"397",3112208,2015,"Capela Nova (MG)",250,375,1500,2625,"MG",31,"Atlantic-Forest","exporter",0.245825695549788,250,375,133.072470150291,0,573.4712,4080.63562354927,0.0326107210803955,0.173145493822786,100,"ocasional"
"398",3112208,2016,"Capela Nova (MG)",335,683,2039,4986,"MG",31,"Atlantic-Forest","non-exporter",0.247202227013512,0,0,133.072470150291,0,573.4712,4080.63562354927,0.0326107210803955,0.173145493822786,0,"ocasional"
"399",3112208,2017,"Capela Nova (MG)",190,349,1837,2450,"MG",31,"Atlantic-Forest","exporter",0.245922954348411,190,349,133.072470150291,0,573.4712,4080.63562354927,0.0326107210803955,0.173145493822786,100,"ocasional"
"400",3112901,2015,"Caputira (MG)",4550,6825,1500,45455,"MG",31,"Atlantic-Forest","exporter",0.235832175380193,4550,6825,372.849192817421,7.34536708568,918.588,7902.96277089928,0.048107851564615,0.16341177736188,100,"constant"
"401",3112901,2016,"Caputira (MG)",5050,6363,1260,43268,"MG",31,"Atlantic-Forest","exporter",0.225369087032113,5049.99682539683,6362.996,372.849192817421,7.34536708568,918.588,7902.96277089928,0.048107851564615,0.16341177736188,100,"constant"
"402",3112901,2017,"Caputira (MG)",3910,3000,767,20670,"MG",31,"Atlantic-Forest","exporter",0.230259923737973,3910,3000,372.849192817421,7.34536708568,918.588,7902.96277089928,0.048107851564615,0.16341177736188,100,"constant"
"403",3113008,2015,"Caraí (MG)",800,768,960,5376,"MG",31,"Atlantic-Forest","non-exporter",0.600044952417718,0,0,1235.97925871487,26.5243622328,7790.0712,43591.9679577507,0.0289618404512338,0.207057650332807,0,"non-exporter"
"404",3113008,2016,"Caraí (MG)",800,768,960,5760,"MG",31,"Atlantic-Forest","non-exporter",0.601497030182907,0,0,1235.97925871487,26.5243622328,7790.0712,43591.9679577507,0.0289618404512338,0.207057650332807,0,"non-exporter"
"405",3113008,2017,"Caraí (MG)",668,358,536,2481,"MG",31,"Atlantic-Forest","non-exporter",0.599203858679861,0,0,1235.97925871487,26.5243622328,7790.0712,43591.9679577507,0.0289618404512338,0.207057650332807,0,"non-exporter"
"406",3113107,2015,"Caranaíba (MG)",15,37,2467,222,"MG",31,"Atlantic-Forest","exporter",0.338378009527441,15,37,275.457388751896,6.74697683074,766.6591,5313.47436923028,0.0531110806173922,0.196127131954691,100,"ocasional"
"407",3113107,2016,"Caranaíba (MG)",15,37,2467,259,"MG",31,"Atlantic-Forest","non-exporter",0.338516641787713,0,0,275.457388751896,6.74697683074,766.6591,5313.47436923028,0.0531110806173922,0.196127131954691,0,"ocasional"
"408",3113107,2017,"Caranaíba (MG)",20,9,450,59,"MG",31,"Atlantic-Forest","exporter",0.3382280159843,20,9,275.457388751896,6.74697683074,766.6591,5313.47436923028,0.0531110806173922,0.196127131954691,100,"ocasional"
"409",3113305,2015,"Carangola (MG)",3570,3213,900,24906,"MG",31,"Atlantic-Forest","exporter",0.249463279371403,3570,3213,523.519464269383,33.248610764908,1094.2272,12032.972576458,0.0462702022710153,0.134442811532243,100,"constant"
"410",3113305,2016,"Carangola (MG)",3570,4284,1200,32130,"MG",31,"Atlantic-Forest","exporter",0.247019439933836,3570,4284,523.519464269383,33.248610764908,1094.2272,12032.972576458,0.0462702022710153,0.134442811532243,100,"constant"
"411",3113305,2017,"Carangola (MG)",4610,5060,1098,34408,"MG",31,"Atlantic-Forest","exporter",0.248581801445142,3046.79090909091,3344.2,523.519464269383,33.248610764908,1094.2272,12032.972576458,0.0462702022710153,0.134442811532243,66.1,"constant"
"412",3113404,2015,"Caratinga (MG)",6355,6863,1080,44610,"MG",31,"Atlantic-Forest","exporter",0.265180805904076,6354.99994350436,6862.99993898827,1534.98166738156,222.211514922837,5469.5941,43321.8777247789,0.0405613347017811,0.161686799724637,100,"ocasional"
"413",3113404,2016,"Caratinga (MG)",7000,10920,1560,76440,"MG",31,"Atlantic-Forest","exporter",0.267974427861812,0.153846153846154,0.24,1534.98166738156,222.211514922837,5469.5941,43321.8777247789,0.0405613347017811,0.161686799724637,0,"ocasional"
"414",3113404,2017,"Caratinga (MG)",9200,13460,1463,94220,"MG",31,"Atlantic-Forest","exporter",0.275507714448592,1529.0044576523,2237,1534.98166738156,222.211514922837,5469.5941,43321.8777247789,0.0405613347017811,0.161686799724637,16.6,"ocasional"
"415",3113602,2015,"Careaçu (MG)",1180,1416,1200,9912,"MG",31,"Atlantic-Forest","exporter",0.150719044803758,1180,1416,359.974478773461,114.741385705018,418.5697,6964.98631355828,0.0681574726937196,0.111779714090453,100,"constant"
"416",3113602,2016,"Careaçu (MG)",770,1155,1500,9371,"MG",31,"Atlantic-Forest","exporter",0.151964972842059,769.999425518541,1154.99913827781,359.974478773461,114.741385705018,418.5697,6964.98631355828,0.0681574726937196,0.111779714090453,100,"constant"
"417",3113602,2017,"Careaçu (MG)",1184,1972,1666,13804,"MG",31,"Atlantic-Forest","exporter",0.154508642748615,1184.0023289693,1972.00387899278,359.974478773461,114.741385705018,418.5697,6964.98631355828,0.0681574726937196,0.111779714090453,100,"constant"
"418",3113909,2015,"Carmo da Cachoeira (MG)",12600,15876,1260,120189,"MG",31,"Atlantic-Forest","exporter",0.177005349431404,12599.9990791689,15875.9988397528,516.664837097272,134.785213999078,2426.1816,22595.7920119734,0.028830591587635,0.130238693803602,100,"constant"
"419",3113909,2016,"Carmo da Cachoeira (MG)",13060,18806,1440,141202,"MG",31,"Atlantic-Forest","exporter",0.180140909368455,13059.9999627907,18805.9999464197,516.664837097272,134.785213999078,2426.1816,22595.7920119734,0.028830591587635,0.130238693803602,100,"constant"
"420",3113909,2017,"Carmo da Cachoeira (MG)",10030,17400,1735,129456,"MG",31,"Atlantic-Forest","exporter",0.181261385284153,10030.0000901475,17400.0001563874,516.664837097272,134.785213999078,2426.1816,22595.7920119734,0.028830591587635,0.130238693803602,100,"constant"
"421",3114105,2015,"Carmo de Minas (MG)",3745,4943,1320,30474,"MG",31,"Atlantic-Forest","exporter",0.262003887620144,3745.00001234087,4943.00001628863,868.817766305091,56.964443166686,1428.2023,13100.5688767847,0.0706673288907583,0.175337429077267,100,"constant"
"422",3114105,2016,"Carmo de Minas (MG)",2950,4425,1500,35723,"MG",31,"Atlantic-Forest","exporter",0.260761994945226,2950,4425,868.817766305091,56.964443166686,1428.2023,13100.5688767847,0.0706673288907583,0.175337429077267,100,"constant"
"423",3114105,2017,"Carmo de Minas (MG)",3968,5476,1380,41070,"MG",31,"Atlantic-Forest","exporter",0.260469873366209,3968,5476,868.817766305091,56.964443166686,1428.2023,13100.5688767847,0.0706673288907583,0.175337429077267,100,"constant"
"424",3114501,2015,"Carmópolis de Minas (MG)",270,324,1200,2268,"MG",31,"Atlantic-Forest","exporter",0.185554926344759,270.000093671973,324.000112406368,717.035868837635,79.18175424561,1614.5125,15507.1619097813,0.0513451544335153,0.15035300349621,100,"constant"
"425",3114501,2016,"Carmópolis de Minas (MG)",150,225,1500,1688,"MG",31,"Atlantic-Forest","exporter",0.186561516685587,150,225,717.035868837635,79.18175424561,1614.5125,15507.1619097813,0.0513451544335153,0.15035300349621,100,"constant"
"426",3114501,2017,"Carmópolis de Minas (MG)",120,225,1875,1712,"MG",31,"Atlantic-Forest","exporter",0.1862835587438,119.9999679614,224.999939927625,717.035868837635,79.18175424561,1614.5125,15507.1619097813,0.0513451544335153,0.15035300349621,100,"constant"
"427",3114600,2015,"Carrancas (MG)",10,7,700,47,"MG",31,"Atlantic-Forest","exporter",0.151852300563661,10.0000034693323,7.00000242853262,2583.06835077197,165.72434627446,4073.3487,36632.2409794073,0.0750375249658258,0.181709250452732,100,"constant"
"428",3114600,2016,"Carrancas (MG)",20,24,1200,197,"MG",31,"Atlantic-Forest","exporter",0.153108465266905,20,24,2583.06835077197,165.72434627446,4073.3487,36632.2409794073,0.0750375249658258,0.181709250452732,100,"constant"
"429",3114600,2017,"Carrancas (MG)",24,47,1958,353,"MG",31,"Atlantic-Forest","exporter",0.154249046345279,23.99999359228,46.9999874515483,2583.06835077197,165.72434627446,4073.3487,36632.2409794073,0.0750375249658258,0.181709250452732,100,"constant"
"430",3114709,2015,"Carvalhópolis (MG)",1668,2402,1440,17685,"MG",31,"Atlantic-Forest","exporter",0.216601341587021,1668.00277768526,2402.004,50.8659130769135,0,329.9229,3495.8944891587,0.0145501854345594,0.108924572597313,100,"constant"
"431",3114709,2016,"Carvalhópolis (MG)",1714,3085,1800,23494,"MG",31,"Atlantic-Forest","exporter",0.212659824579032,1713.99991083743,3084.99983951778,50.8659130769135,0,329.9229,3495.8944891587,0.0145501854345594,0.108924572597313,100,"constant"
"432",3114709,2017,"Carvalhópolis (MG)",1726,2485,1440,18458,"MG",31,"Atlantic-Forest","exporter",0.211694546073829,1725.99953917813,2484.99933653399,50.8659130769135,0,329.9229,3495.8944891587,0.0145501854345594,0.108924572597313,100,"constant"
"433",3114907,2015,"Casa Grande (MG)",50,66,1320,462,"MG",31,"Atlantic-Forest","exporter",0.175603951567773,49.9998767177892,65.9998372674817,259.188092144135,7.202501141559,468.5298,6121.65418445419,0.0435161126811422,0.118876021123859,100,"ocasional"
"434",3114907,2016,"Casa Grande (MG)",65,98,1508,735,"MG",31,"Atlantic-Forest","non-exporter",0.172565288656938,0,0,259.188092144135,7.202501141559,468.5298,6121.65418445419,0.0435161126811422,0.118876021123859,0,"ocasional"
"435",3114907,2017,"Casa Grande (MG)",48,34,708,272,"MG",31,"Atlantic-Forest","exporter",0.171545846775696,48,34,259.188092144135,7.202501141559,468.5298,6121.65418445419,0.0435161126811422,0.118876021123859,100,"ocasional"
"436",3115201,2015,"Conceição da Barra de Minas (MG)",190,228,1200,1721,"MG",31,"Atlantic-Forest","exporter",0.159005266994651,190,228,589.221369191749,34.4341437564,1385.2133,12308.4886213615,0.0506687321354622,0.160412438109185,100,"constant"
"437",3115201,2016,"Conceição da Barra de Minas (MG)",195,410,2103,3423,"MG",31,"Atlantic-Forest","exporter",0.155983096091285,195,410,589.221369191749,34.4341437564,1385.2133,12308.4886213615,0.0506687321354622,0.160412438109185,100,"constant"
"438",3115201,2017,"Conceição da Barra de Minas (MG)",143,376,2629,2820,"MG",31,"Atlantic-Forest","exporter",0.156423158965849,142.999961820668,375.999899612386,589.221369191749,34.4341437564,1385.2133,12308.4886213615,0.0506687321354622,0.160412438109185,100,"constant"
"439",3115300,2015,"Cataguases (MG)",13,8,615,60,"MG",31,"Atlantic-Forest","exporter",0.192690856099444,12.9999815341171,7.99998863637977,1104.69993191431,12.89991382923,1917.0461,19164.9017177086,0.0583149270580845,0.157670833715895,100,"ocasional"
"440",3115300,2016,"Cataguases (MG)",3,2,667,16,"MG",31,"Atlantic-Forest","non-exporter",0.193490724144714,0,0,1104.69993191431,12.89991382923,1917.0461,19164.9017177086,0.0583149270580845,0.157670833715895,0,"ocasional"
"441",3115300,2017,"Cataguases (MG)",2,4,2000,28,"MG",31,"Atlantic-Forest","non-exporter",0.198160967822629,0,0,1104.69993191431,12.89991382923,1917.0461,19164.9017177086,0.0583149270580845,0.157670833715895,0,"ocasional"
"442",3115409,2015,"Catas Altas da Noruega (MG)",10,10,1000,60,"MG",31,"Atlantic-Forest","exporter",0.507537042412512,9.99998579547472,9.99998579547472,166.321616441383,0,892.333,4836.00070100469,0.0343923888197182,0.21891117927701,100,"ocasional"
"443",3115409,2016,"Catas Altas da Noruega (MG)",10,12,1200,90,"MG",31,"Atlantic-Forest","non-exporter",0.514968789684486,0,0,166.321616441383,0,892.333,4836.00070100469,0.0343923888197182,0.21891117927701,0,"ocasional"
"444",3115409,2017,"Catas Altas da Noruega (MG)",8,7,875,49,"MG",31,"Atlantic-Forest","exporter",0.515756889564368,8,7,166.321616441383,0,892.333,4836.00070100469,0.0343923888197182,0.21891117927701,100,"ocasional"
"445",3115458,2015,"Catuji (MG)",450,405,900,2835,"MG",31,"Atlantic-Forest","non-exporter",0.601373879072889,0,0,570.604063711395,28.468572086991,2393.3709,14491.3636505937,0.0413399767090823,0.204533888954609,0,"non-exporter"
"446",3115458,2016,"Catuji (MG)",550,660,1200,4620,"MG",31,"Atlantic-Forest","non-exporter",0.596523589234799,0,0,570.604063711395,28.468572086991,2393.3709,14491.3636505937,0.0413399767090823,0.204533888954609,0,"non-exporter"
"447",3115458,2017,"Catuji (MG)",70,33,471,210,"MG",31,"Atlantic-Forest","non-exporter",0.597281222783381,0,0,570.604063711395,28.468572086991,2393.3709,14491.3636505937,0.0413399767090823,0.204533888954609,0,"non-exporter"
"448",3115508,2015,"Caxambu (MG)",180,216,1200,1577,"MG",31,"Atlantic-Forest","exporter",0.179859132471873,180,216,135.587818887955,0,388.1262,3604.00208635632,0.0376214595993854,0.145314571506654,100,"constant"
"449",3115508,2016,"Caxambu (MG)",210,315,1500,2552,"MG",31,"Atlantic-Forest","exporter",0.181563372577475,210,315,135.587818887955,0,388.1262,3604.00208635632,0.0376214595993854,0.145314571506654,100,"constant"
"450",3115508,2017,"Caxambu (MG)",91,54,593,384,"MG",31,"Atlantic-Forest","exporter",0.180487119482227,90.9999757040616,53.99998558263,135.587818887955,0,388.1262,3604.00208635632,0.0376214595993854,0.145314571506654,100,"constant"
"451",3115706,2015,"Central de Minas (MG)",160,126,1620,662,"MG",31,"Atlantic-Forest","non-exporter",0.0748512065842977,0,0,648.799959839385,178.12785646035,522.0985,9630.19984195895,0.0858681886015279,0.121586101955824,0,"non-exporter"
"452",3115706,2016,"Central de Minas (MG)",160,126,1620,759,"MG",31,"Atlantic-Forest","non-exporter",0.0791867527365382,0,0,648.799959839385,178.12785646035,522.0985,9630.19984195895,0.0858681886015279,0.121586101955824,0,"non-exporter"
"453",3115706,2017,"Central de Minas (MG)",17,23,2267,157,"MG",31,"Atlantic-Forest","non-exporter",0.0816886080539216,0,0,648.799959839385,178.12785646035,522.0985,9630.19984195895,0.0858681886015279,0.121586101955824,0,"non-exporter"
"454",3115904,2015,"Chácara (MG)",3,12,4000,82,"MG",31,"Atlantic-Forest","exporter",0.187420826667677,3.00000107829345,12.0000043131738,527.803621463293,10.660914032785,641.5698,7867.37844685531,0.0684426888999231,0.148635715106689,100,"ocasional"
"455",3115904,2016,"Chácara (MG)",2,2,1000,14,"MG",31,"Atlantic-Forest","non-exporter",0.189110888382362,0,0,527.803621463293,10.660914032785,641.5698,7867.37844685531,0.0684426888999231,0.148635715106689,0,"ocasional"
"456",3115904,2017,"Chácara (MG)",0,0,0,0,"MG",31,"Atlantic-Forest","non-exporter",0.18748684353729,0,0,527.803621463293,10.660914032785,641.5698,7867.37844685531,0.0684426888999231,0.148635715106689,0,"ocasional"
"457",3116001,2015,"Chalé (MG)",2550,3519,1380,21114,"MG",31,"Atlantic-Forest","exporter",0.210016702103832,2549.99966611165,3518.99953923408,550.145248775044,0,1221.4111,9243.04422845819,0.059519919539194,0.191663731665444,100,"ocasional"
"458",3116001,2016,"Chalé (MG)",2550,3621,1420,27158,"MG",31,"Atlantic-Forest","non-exporter",0.210727782386229,0,0,550.145248775044,0,1221.4111,9243.04422845819,0.059519919539194,0.191663731665444,0,"ocasional"
"459",3116001,2017,"Chalé (MG)",3090,2860,926,20020,"MG",31,"Atlantic-Forest","non-exporter",0.211041582778716,0,0,550.145248775044,0,1221.4111,9243.04422845819,0.059519919539194,0.191663731665444,0,"ocasional"
"460",3116704,2015,"Coimbra (MG)",370,555,1500,3885,"MG",31,"Atlantic-Forest","exporter",0.168928380074667,369.999474432564,554.999211648847,101.325535249931,0,384.8028,3895.21554616009,0.0260128185588647,0.124801395324363,100,"ocasional"
"461",3116704,2016,"Coimbra (MG)",470,620,1319,4650,"MG",31,"Atlantic-Forest","non-exporter",0.165870848111374,0,0,101.325535249931,0,384.8028,3895.21554616009,0.0260128185588647,0.124801395324363,0,"ocasional"
"462",3116704,2017,"Coimbra (MG)",390,725,1859,5148,"MG",31,"Atlantic-Forest","non-exporter",0.171140881093701,0,0,101.325535249931,0,384.8028,3895.21554616009,0.0260128185588647,0.124801395324363,0,"ocasional"
"463",3117009,2015,"Comercinho (MG)",5,5,1000,20,"MG",31,"Atlantic-Forest","non-exporter",0.617451468493073,0,0,435.187294225912,0,4925.505,26036.4226932152,0.0167145578850706,0.205892044286976,0,"non-exporter"
"464",3117009,2016,"Comercinho (MG)",35,19,1467,116,"MG",31,"Atlantic-Forest","non-exporter",0.609136195406539,0,0,435.187294225912,0,4925.505,26036.4226932152,0.0167145578850706,0.205892044286976,0,"non-exporter"
"465",3117009,2017,"Comercinho (MG)",4,3,750,23,"MG",31,"Atlantic-Forest","non-exporter",0.606605947486494,0,0,435.187294225912,0,4925.505,26036.4226932152,0.0167145578850706,0.205892044286976,0,"non-exporter"
"466",3117108,2015,"Conceição da Aparecida (MG)",5547,13978,2520,109400,"MG",31,"Atlantic-Forest","exporter",0.170858304345226,5547.00183474911,13978.0046234222,730.431458883728,46.19153585041,1285.5355,17218.74367446,0.0451033483869139,0.117079793799007,100,"constant"
"467",3117108,2016,"Conceição da Aparecida (MG)",6340,12629,1992,92949,"MG",31,"Atlantic-Forest","exporter",0.167231948703031,6339.99851127151,12628.9970345186,730.431458883728,46.19153585041,1285.5355,17218.74367446,0.0451033483869139,0.117079793799007,100,"constant"
"468",3117108,2017,"Conceição da Aparecida (MG)",8590,15930,1854,125847,"MG",31,"Atlantic-Forest","exporter",0.163665696247726,8589.99999999999,15930,730.431458883728,46.19153585041,1285.5355,17218.74367446,0.0451033483869139,0.117079793799007,100,"constant"
"469",3117207,2015,"Conceição das Pedras (MG)",1760,2218,1260,15526,"MG",31,"Atlantic-Forest","exporter",0.301685295942301,1759.99964796628,2217.9995563575,72.0604327153253,0,613.8763,4398.2491837442,0.0163838904311421,0.155956769173181,100,"constant"
"470",3117207,2016,"Conceição das Pedras (MG)",1900,2736,1440,20794,"MG",31,"Atlantic-Forest","exporter",0.297189091144941,1900.00004549332,2736.00006551038,72.0604327153253,0,613.8763,4398.2491837442,0.0163838904311421,0.155956769173181,100,"constant"
"471",3117207,2017,"Conceição das Pedras (MG)",810,1190,1469,9083,"MG",31,"Atlantic-Forest","exporter",0.29258885711103,810,1190,72.0604327153253,0,613.8763,4398.2491837442,0.0163838904311421,0.155956769173181,100,"constant"
"472",3117405,2015,"Conceição de Ipanema (MG)",595,678,1139,4068,"MG",31,"Atlantic-Forest","exporter",0.210928621470273,594.999938763679,677.999930221469,258.038917006425,3.40942181517,1449.0809,10100.6157930228,0.0258843959793219,0.16901145949791,100,"ocasional"
"473",3117405,2016,"Conceição de Ipanema (MG)",550,792,1440,5140,"MG",31,"Atlantic-Forest","non-exporter",0.215911791509312,0,0,258.038917006425,3.40942181517,1449.0809,10100.6157930228,0.0258843959793219,0.16901145949791,0,"ocasional"
"474",3117405,2017,"Conceição de Ipanema (MG)",590,850,1441,5596,"MG",31,"Atlantic-Forest","non-exporter",0.21856678802693,0,0,258.038917006425,3.40942181517,1449.0809,10100.6157930228,0.0258843959793219,0.16901145949791,0,"ocasional"
"475",3117702,2015,"Conceição do Rio Verde (MG)",4435,7184,1620,39699,"MG",31,"Atlantic-Forest","exporter",0.185085356567771,4435.00412225859,7184.00667740828,925.065532921177,134.85136248476,1419.5415,16934.5253514604,0.0625891114990439,0.138451299003724,100,"constant"
"476",3117702,2016,"Conceição do Rio Verde (MG)",4460,7225,1620,54188,"MG",31,"Atlantic-Forest","exporter",0.187349216801357,4459.99876539792,7224.998,925.065532921177,134.85136248476,1419.5415,16934.5253514604,0.0625891114990439,0.138451299003724,100,"constant"
"477",3117702,2017,"Conceição do Rio Verde (MG)",2320,4732,2040,35727,"MG",31,"Atlantic-Forest","exporter",0.185641960275328,2320,4732,925.065532921177,134.85136248476,1419.5415,16934.5253514604,0.0625891114990439,0.138451299003724,100,"constant"
"478",3117801,2015,"Conceição dos Ouros (MG)",40,53,1325,371,"MG",31,"Atlantic-Forest","exporter",0.218142263533562,40,53,116.084023391402,33.23898331012,468.8059,4882.08986641982,0.0305858783404627,0.11980318662596,100,"constant"
"479",3117801,2016,"Conceição dos Ouros (MG)",40,60,1500,468,"MG",31,"Atlantic-Forest","exporter",0.222174877022056,40,60,116.084023391402,33.23898331012,468.8059,4882.08986641982,0.0305858783404627,0.11980318662596,100,"constant"
"480",3117801,2017,"Conceição dos Ouros (MG)",174,264,1517,2030,"MG",31,"Atlantic-Forest","exporter",0.227859501742926,174,264,116.084023391402,33.23898331012,468.8059,4882.08986641982,0.0305858783404627,0.11980318662596,100,"constant"
"481",3117900,2015,"Congonhal (MG)",330,495,1500,3515,"MG",31,"Atlantic-Forest","exporter",0.162468248491781,329.999732824025,494.999599236039,212.655575318805,6.06960657736,694.3446,8092.27013996698,0.0270289026580937,0.11208229083199,100,"constant"
"482",3117900,2016,"Congonhal (MG)",350,525,1500,4260,"MG",31,"Atlantic-Forest","exporter",0.164943988028283,349.999114932355,524.998672398533,212.655575318805,6.06960657736,694.3446,8092.27013996698,0.0270289026580937,0.11208229083199,100,"constant"
"483",3117900,2017,"Congonhal (MG)",215,452,2102,3371,"MG",31,"Atlantic-Forest","exporter",0.166775726065624,215,452,212.655575318805,6.06960657736,694.3446,8092.27013996698,0.0270289026580937,0.11208229083199,100,"constant"
"484",3118403,2015,"Conselheiro Pena (MG)",5000,5402,2611,27763,"MG",31,"Atlantic-Forest","non-exporter",0.151749619658974,0,0,2049.06609778988,534.290571921947,5550.2001,47497.8487096126,0.0543889194962426,0.159991797612761,0,"non-exporter"
"485",3118403,2016,"Conselheiro Pena (MG)",4500,5397,2791,34943,"MG",31,"Atlantic-Forest","non-exporter",0.156134348664582,0,0,2049.06609778988,534.290571921947,5550.2001,47497.8487096126,0.0543889194962426,0.159991797612761,0,"non-exporter"
"486",3118403,2017,"Conselheiro Pena (MG)",4500,5939,3150,40535,"MG",31,"Atlantic-Forest","non-exporter",0.162622248698343,0,0,2049.06609778988,534.290571921947,5550.2001,47497.8487096126,0.0543889194962426,0.159991797612761,0,"non-exporter"
"487",3118700,2015,"Coqueiral (MG)",7300,9198,1260,61259,"MG",31,"Atlantic-Forest","exporter",0.144553669553012,7300,9198,273.394579108335,87.417181560283,658.3405,9056.78638322123,0.0398388286309882,0.102877007327288,100,"constant"
"488",3118700,2016,"Coqueiral (MG)",7500,12600,1680,100800,"MG",31,"Atlantic-Forest","exporter",0.143356291125043,7500.00027341927,12600.0004593444,273.394579108335,87.417181560283,658.3405,9056.78638322123,0.0398388286309882,0.102877007327288,100,"constant"
"489",3118700,2017,"Coqueiral (MG)",3580,6270,1751,44893,"MG",31,"Atlantic-Forest","exporter",0.141268997491886,3580.00173443743,6270.0030376879,273.394579108335,87.417181560283,658.3405,9056.78638322123,0.0398388286309882,0.102877007327288,100,"constant"
"490",3119005,2015,"Cordislândia (MG)",2000,2520,1260,16783,"MG",31,"Atlantic-Forest","exporter",0.14527035591997,2000,2520,313.678958690443,106.39831112512,478.4734,6919.31106479258,0.0607108519738381,0.114484281928173,100,"constant"
"491",3119005,2016,"Cordislândia (MG)",2200,3564,1620,28156,"MG",31,"Atlantic-Forest","exporter",0.14518096998232,2200.00008032539,3564.00013012713,313.678958690443,106.39831112512,478.4734,6919.31106479258,0.0607108519738381,0.114484281928173,100,"constant"
"492",3119005,2017,"Cordislândia (MG)",1200,2520,2100,18220,"MG",31,"Atlantic-Forest","exporter",0.145889637799621,1199.99957184131,2519.99910086675,313.678958690443,106.39831112512,478.4734,6919.31106479258,0.0607108519738381,0.114484281928173,100,"constant"
"493",3119203,2015,"Coroaci (MG)",269,252,2218,1267,"MG",31,"Atlantic-Forest","non-exporter",0.418793701971269,0,0,727.72112069002,40.23795001761,3169.6214,19895.4971333388,0.0385996421984733,0.195890682930423,0,"non-exporter"
"494",3119203,2016,"Coroaci (MG)",534,791,2937,5288,"MG",31,"Atlantic-Forest","non-exporter",0.417006496212471,0,0,727.72112069002,40.23795001761,3169.6214,19895.4971333388,0.0385996421984733,0.195890682930423,0,"non-exporter"
"495",3119203,2017,"Coroaci (MG)",52,92,3733,555,"MG",31,"Atlantic-Forest","non-exporter",0.41581854469928,0,0,727.72112069002,40.23795001761,3169.6214,19895.4971333388,0.0385996421984733,0.195890682930423,0,"non-exporter"
"496",3120003,2015,"Córrego Novo (MG)",120,144,1200,959,"MG",31,"Atlantic-Forest","non-exporter",0.245821290762311,0,0,218.499662547129,31.415112249399,773.9421,5469.82838892432,0.0456896920756366,0.181439286935709,0,"non-exporter"
"497",3120003,2016,"Córrego Novo (MG)",120,115,958,828,"MG",31,"Atlantic-Forest","non-exporter",0.251500977176889,0,0,218.499662547129,31.415112249399,773.9421,5469.82838892432,0.0456896920756366,0.181439286935709,0,"non-exporter"
"498",3120003,2017,"Córrego Novo (MG)",100,50,500,312,"MG",31,"Atlantic-Forest","non-exporter",0.263349022862504,0,0,218.499662547129,31.415112249399,773.9421,5469.82838892432,0.0456896920756366,0.181439286935709,0,"non-exporter"
"499",3120508,2015,"Cristina (MG)",865,934,1080,5161,"MG",31,"Atlantic-Forest","exporter",0.264827491624151,865.000060018167,934.000064805744,473.417247741411,33.63979402022,1688.7227,12675.4125889662,0.0400031981762092,0.170577480816958,100,"constant"
"500",3120508,2016,"Cristina (MG)",1100,1584,1440,12593,"MG",31,"Atlantic-Forest","exporter",0.260516049862394,1099.99982638889,1583.99975,473.417247741411,33.63979402022,1688.7227,12675.4125889662,0.0400031981762092,0.170577480816958,100,"constant"
